savePath,saveDescription,evalLoss,evalLoss2,evalCCC,evalCCC2,testLoss,testLoss2,testCCC,testCCC2
models/SoM_GRU_1,audio_features_mfcc_functionals,0.9091475009918212,1.0,0.0908524990081787,0.0,0.7581855058670044,1.0,0.2418144941329956,0.0
models/SoM_GRU_1,visual_features_functionals,1.0004940032958984,1.0,-0.0004940032958984,0.0,0.997523307800293,1.0,0.002476692199707,0.0
models/SoM_GRU_2,visual_features_functionals,0.9989683628082277,1.0,0.0010316371917724,0.0,0.975008189678192,1.0,0.0249918103218078,0.0
models/SoM_GRU_4,audio_features_mfcc_functionals,0.9389914274215698,0.9811758399009703,0.0610085725784301,0.0188241600990295,,,,
models/SoM_Mix_1,mix: 1-2,0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.0,0.0,1.0,1.0
models/SoM_Mix_2,mix: 1-2,0.9518814086914062,0.9520412087440492,0.0481185913085937,0.0479587912559509,0.0,0.0,1.0,1.0
models/SoM_Mix_2,mix: 1-2,0.951881468296051,0.9520412087440492,0.0481185317039489,0.0479587912559509,0.0,0.0,1.0,1.0
models/SoM_Mix_2,mix: 1-2,0.9518814086914062,0.9520412087440492,0.0481185913085937,0.0479587912559509,0.0,0.0,1.0,1.0
models/SoM_GRU_4,audio_features_mfcc_functionals,0.9302348494529724,0.948824405670166,0.0697651505470275,0.0511755943298339,0.652796745300293,0.600055456161499,0.347203254699707,0.399944543838501
models/SoM_GRU_5,visual_features_functionals,0.9992135763168336,0.96026349067688,0.0007864236831665,0.0397365093231201,0.9994848966598512,0.8855287432670593,0.0005151033401489,0.1144712567329406
models/SoM_GRU_6,audio_features_egemaps_functionals,0.9729103446006776,0.9554937481880188,0.0270896553993225,0.0445062518119812,0.7975547909736633,0.7299025058746338,0.2024452090263366,0.2700974941253662
models/SoM_Mix_2,mix: 1-2,0.951881468296051,0.9520412087440492,0.0481185317039489,0.0479587912559509,0.0,0.0,1.0,1.0
models/SoM_Mix_1,mix: 1-2,0.951881468296051,0.9520412087440492,0.0481185317039489,0.0479587912559509,0.0,0.0,1.0,1.0
models/SoM_Mix_1,mix: 1-2,0.951881468296051,0.9520412087440492,0.0481185317039489,0.0479587912559509,0.6839816570281982,0.6234731674194336,0.3160183429718017,0.3765268325805664
models/SoM_Mix_2,mix: 1-2,0.951881468296051,0.9520412087440492,0.0481185317039489,0.0479587912559509,0.6839816570281982,0.6234731674194336,0.3160183429718017,0.3765268325805664
models/SoM_Mix_3,mix: 1-2,0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.6446102857589722,0.5960603952407837,0.3553897142410278,0.4039396047592163
models/SoM_Mix_4,mix: 1-2,0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.8660953044891357,0.7879577875137329,0.1339046955108642,0.2120422124862671
models/SoM_Mix_5,mix: 1-2,0.943051278591156,0.7936617136001587,0.0569487214088439,0.2063382863998413,0.5904902219772339,0.44240403175354,0.4095097780227661,0.55759596824646
models/SoM_Mix_6,mix: 1-2,0.943051278591156,0.7936617136001587,0.0569487214088439,0.2063382863998413,0.8989724516868591,0.8624197244644165,0.1010275483131408,0.1375802755355835
models/SoM_Mix_7,mix: 1-2,0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.8660953044891357,0.7879577875137329,0.1339046955108642,0.2120422124862671
models/SoM_Mix_8,mix: 1-2,0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.6446102857589722,0.5960603952407837,0.3553897142410278,0.4039396047592163
models/SoM_Mix_8,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0-1, EvalTars=0-1, TestTars=0-1",0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.6446102857589722,0.5960603952407837,0.3553897142410278,0.4039396047592163
models/SoM_Mix_9,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0-1, TestTars=0-1",0.9879631400108336,0.9777297973632812,0.0120368599891662,0.0222702026367187,0.8989724516868591,0.8624197244644165,0.1010275483131408,0.1375802755355835
models/SoM_Mix_10,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0-1, EvalTars=0, TestTars=0",0.9936074018478394,0.9496172666549684,0.0063925981521606,0.0503827333450317,0.8660953044891357,0.7879577875137329,0.1339046955108642,0.2120422124862671
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",0.943051278591156,0.7936617136001587,0.0569487214088439,0.2063382863998413,0.5904902219772339,0.44240403175354,0.4095097780227661,0.55759596824646
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",0.943051278591156,0.7936617136001587,0.0569487214088439,0.2063382863998413,0.5904902219772339,0.44240403175354,0.4095097780227661,0.55759596824646
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",0.943051278591156,0.7936617136001587,0.0569487214088439,0.2063382863998413,0.5904902219772339,0.44240403175354,0.4095097780227661,0.55759596824646
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.6446102857589722,0.5960603952407837,0.3553897142410278,0.4039396047592163
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.6446102857589722,0.5960603952407837,0.3553897142410278,0.4039396047592163
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",0.9383315443992616,0.957341492176056,0.0616684556007385,0.042658507823944,0.6446102857589722,0.5960603952407837,0.3553897142410278,0.4039396047592163
models/SoM_GRU_20,audio_features_mfcc_functionals,1.0062291622161863,0.6601999402046204,-0.0062291622161865,0.3398000597953796,0.99008709192276,0.8366912603378296,0.0099129080772399,0.1633087396621704
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",1.1279064416885376,0.8853501081466675,-0.1279064416885376,0.1146498918533325,0.7691713571548462,0.6839359998703003,0.2308286428451538,0.3160640001296997
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",1.1279064416885376,0.8853501081466675,-0.1279064416885376,0.1146498918533325,0.7691713571548462,0.6839359998703003,0.2308286428451538,0.3160640001296997
models/SoM_Mix_11,"Mix: MFCC-GRU4/VisualFeats-GRU5, TrainTars=0, EvalTars=0, TestTars=0",1.1279064416885376,0.8853501081466675,-0.1279064416885376,0.1146498918533325,0.7691713571548462,0.6839359998703003,0.2308286428451538,0.3160640001296997
models/SoM_GRU_20,audio_features_mfcc_functionals,1.0062291622161863,0.6601999402046204,-0.0062291622161865,0.3398000597953796,0.99008709192276,0.8366912603378296,0.0099129080772399,0.1633087396621704
models/SoM_GRU_20,audio_features_mfcc_functionals,1.0062291622161863,0.6601999402046204,-0.0062291622161865,0.3398000597953796,0.99008709192276,0.8366912603378296,0.0099129080772399,0.1633087396621704
models/SoM_GRU_20,audio_features_mfcc_functionals,1.0062291622161863,0.6601999402046204,-0.0062291622161865,0.3398000597953796,0.99008709192276,0.8366912603378296,0.0099129080772399,0.1633087396621704
models/SoM_GRU_20,audio_features_mfcc_functionals,1.0062291622161863,0.6601999402046204,-0.0062291622161865,0.3398000597953796,0.99008709192276,0.8366912603378296,0.0099129080772399,0.1633087396621704
models/SoM_GRU_20,audio_features_mfcc_functionals,1.0062291622161863,0.6601999402046204,-0.0062291622161865,0.3398000597953796,0.99008709192276,0.8366912603378296,0.0099129080772399,0.1633087396621704
models/SoM_GRU_21,audio_features_egemaps_functionals,1.0065947771072388,0.6648613214492798,-0.0065947771072387,0.3351386785507202,0.992254912853241,0.841208815574646,0.007745087146759,0.158791184425354
models/SoM_GRU_22,visual_features_functionals,0.8570175170898438,0.6397169828414917,0.1429824829101562,0.3602830171585083,0.8572874665260315,0.7739238142967224,0.1427125334739685,0.2260761857032776
models/SoM_Mix_20,"Mix: MFCC-GRU20/EGEMAPS-GRU21/VisualFeats-GRU22, TrainTars=0, EvalTars=0, TestTars=0",0.8884721994400024,0.6340060234069824,0.1115278005599975,0.3659939765930176,0.8299045562744141,0.7237013578414917,0.1700954437255859,0.2762986421585083
models/SoM_Mix_20,"Mix: MFCC-GRU20/EGEMAPS-GRU21/VisualFeats-GRU22, TrainTars=0, EvalTars=0, TestTars=0",0.8585613965988159,0.6265135407447815,0.141438603401184,0.3734864592552185,0.8355041146278381,0.7371758222579956,0.1644958853721618,0.2628241777420044
models/SoM_Mix_20,"Mix:Dominance - MFCC-GRU20/EGEMAPS-GRU21/VisualFeats-GRU22, TrainTars=0, EvalTars=0, TestTars=0",0.8884721994400024,0.6340060234069824,0.1115278005599975,0.3659939765930176,0.8299045562744141,0.7237013578414917,0.1700954437255859,0.2762986421585083
models/SoM_Mix_21,"Mix:Dominance - EGEMAPS-GRU21/VisualFeats-GRU22, TrainTars=0, EvalTars=0, TestTars=0",0.8636873364448547,0.6278522610664368,0.1363126635551452,0.3721477389335632,0.8443760275840759,0.7412198781967163,0.155623972415924,0.2587801218032837
models/SoM_Mix_30,"Mix:Dominance - MFCC-GRU25/EGEMAPS-GRU26/VisualFeats-GRU27, TrainTars=0, EvalTars=0, TestTars=0",0.7624639272689819,0.6746311187744141,0.237536072731018,0.3253688812255859,0.7296187877655029,0.682578444480896,0.270381212234497,0.317421555519104
models/SoM_Mix_31,"Mix:Dominance - MFCC-GRU25/VisualFeats-GRU27, TrainTars=0, EvalTars=0, TestTars=0",0.7710896730422974,0.6918324828147888,0.2289103269577026,0.3081675171852112,0.767734169960022,0.7503429651260376,0.232265830039978,0.2496570348739624
models/SoM_Mix_32,"Mix:Dominance - EGEMAPS-GRU26/VisualFeats-GRU27, TrainTars=0, EvalTars=0, TestTars=0",0.8097065687179565,0.7312126159667969,0.1902934312820434,0.2687873840332031,0.7751874327659607,0.7206660509109497,0.2248125672340393,0.2793339490890503
models/SoM_GRU_27,visual_features_functionals,0.8367421627044678,0.7879261374473572,0.1632578372955322,0.2120738625526428,0.8732792735099792,0.8645168542861938,0.1267207264900207,0.1354831457138061
models/SoM_GRU_26,audio_features_egemaps_functionals,0.8488505482673645,0.7675807476043701,0.1511494517326355,0.2324192523956298,0.8276127576828003,0.7448371052742004,0.1723872423171997,0.2551628947257995
models/SoM_GRU_25,audio_features_mfcc_functionals,0.8149672746658325,0.7149224281311035,0.1850327253341674,0.2850775718688965,0.7872757911682129,0.7587183117866516,0.2127242088317871,0.2412816882133484
models/SoM_GRU_41,audio_features_mfcc_functionals,0.8681476712226868,0.7677735686302185,0.1318523287773132,0.2322264313697815,0.8285077810287476,0.7791199684143066,0.1714922189712524,0.2208800315856933
models/SoM_GRU_42,audio_features_egemaps_functionals,0.8795296549797058,0.799029529094696,0.1204703450202941,0.2009704709053039,0.8042994737625122,0.7485555410385132,0.1957005262374878,0.2514444589614868
models/SoM_GRU_40,visual_features_functionals,0.8891754150390625,0.810570240020752,0.1108245849609375,0.189429759979248,0.8789598941802979,0.8373916149139404,0.1210401058197021,0.1626083850860595
models/SoM_Mix_40,"Mix:Dominance - MFCC-GRU41/EGEMAPS-GRU42/VisualFeats-GRU40, TrainTars=0, EvalTars=0, TestTars=0",0.8552364110946655,0.7477192878723145,0.1447635889053344,0.2522807121276855,0.753782331943512,0.7032923698425293,0.246217668056488,0.2967076301574707
models/SoM_Mix_41,"Mix:Dominance - MFCC-GRU41/VisualFeats-GRU40, TrainTars=0, EvalTars=0, TestTars=0",0.8467119336128235,0.742496132850647,0.1532880663871765,0.257503867149353,0.7852908372879028,0.7460627555847168,0.2147091627120971,0.2539372444152832
models/SoM_Mix_42,"Mix:Dominance - EGEMAPS-GRU42/VisualFeats-GRU40, TrainTars=0, EvalTars=0, TestTars=0",0.8583559393882751,0.7679150700569153,0.14164406061172485,0.23208492994308472,0.7926150560379028,0.7463680505752563,0.20738494396209717,0.25363194942474365
